Subscriber_id,Subscription_duration,Monthly_subscription_fee,Subscription_plan,Payment_method,Total_revenue,Subscription_cancelled,Status,Revenue_lost
2088-IEBAU,68,88.15,Two year,Electronic check,6148.45,No,Active,0
7982-VCELR,36,94.80,Month-to-month,Credit card (automatic),3565.65,No,Active,0
1343-EHPYB,63,103.40,Month-to-month,Electronic check,6603,Yes,Churned,103.40
6035-BXTTY,32,54.65,Month-to-month,Bank transfer (automatic),1830.1,No,Active,0
6885-PKOAM,71,85.75,Two year,Credit card (automatic),6223.8,No,Active,0
7520-HQWJU,66,67.45,Month-to-month,Bank transfer (automatic),4508.65,No,Active,0
9639-BUJXT,63,20.50,One year,Mailed check,1328.15,No,Active,0
5924-SNGKP,41,20.25,One year,Credit card (automatic),865,No,Active,0
0021-IKXGC,1,72.10,Month-to-month,Electronic check,72.1,No,Active,0
2034-GDRCN,2,90.40,Month-to-month,Electronic check,168.2,Yes,Churned,90.40
8966-SNIZF,70,19.45,Two year,Bank transfer (automatic),1303.5,No,Active,0
6243-OZGFH,23,44.95,Month-to-month,Electronic check,996.85,No,Active,0
4654-DLAMQ,64,97.00,One year,Bank transfer (automatic),6430.9,No,Active,0
0513-RBGPE,37,62.80,Two year,Credit card (automatic),2278.75,No,Active,0
5160-UXJED,17,44.60,One year,Mailed check,681.4,No,Active,0
4115-NZRKS,7,89.15,Month-to-month,Electronic check,574.35,No,Active,0
0219-YTZUE,4,84.80,Month-to-month,Bank transfer (automatic),371.9,Yes,Churned,84.80
0623-IIHUG,21,41.90,Month-to-month,Electronic check,840.1,Yes,Churned,41.90
4572-DVCGN,10,80.25,Month-to-month,Bank transfer (automatic),846,Yes,Churned,80.25
3351-NGXYI,16,54.10,Month-to-month,Electronic check,889,No,Active,0
8984-EYLLL,64,105.25,Two year,Electronic check,6823.4,No,Active,0
9057-MSWCO,27,30.75,Month-to-month,Credit card (automatic),805.1,Yes,Churned,30.75
9833-TGFHX,42,97.10,One year,Electronic check,4016.75,No,Active,0
9294-TDIPC,5,20.20,Month-to-month,Mailed check,83.75,No,Active,0
5229-DTFYB,41,98.80,Two year,Bank transfer (automatic),3959.15,No,Active,0
0104-PPXDV,58,50.30,One year,Credit card (automatic),2878.55,No,Active,0
5176-LMJXE,47,20.55,Two year,Mailed check,945.7,No,Active,0
3583-KRKMD,18,75.90,Month-to-month,Bank transfer (automatic),1373.05,No,Active,0
1010-DIAUQ,5,96.50,Month-to-month,Bank transfer (automatic),492.55,Yes,Churned,96.50
9069-LGEUL,23,59.95,Month-to-month,Bank transfer (automatic),1406,No,Active,0
7302-ZHMHP,1,19.15,Month-to-month,Mailed check,19.15,No,Active,0
9571-EDEBV,71,98.65,One year,Credit card (automatic),6962.85,No,Active,0
3520-FJGCV,72,112.60,Two year,Credit card (automatic),8126.65,No,Active,0
6563-VRERX,33,20.60,One year,Mailed check,690.25,No,Active,0
0259-GBZSH,2,85.65,Month-to-month,Electronic check,181.5,Yes,Churned,85.65
6122-EFVKN,24,35.75,Two year,Mailed check,830.8,No,Active,0
2805-EDJPQ,56,99.75,One year,Credit card (automatic),5608.4,No,Active,0
6862-CQUMB,37,96.10,Month-to-month,Credit card (automatic),3646.8,No,Active,0
7156-MXBJE,43,85.10,One year,Credit card (automatic),3662.25,No,Active,0
6158-HDPXZ,1,25.35,Month-to-month,Mailed check,25.35,No,Active,0
9601-BRXPO,25,104.95,Month-to-month,Bank transfer (automatic),2566.5,Yes,Churned,104.95
2863-IMQDR,61,89.65,Two year,Electronic check,5308.7,No,Active,0
5686-CMAWK,17,86.75,One year,Electronic check,1410.25,No,Active,0
5651-CRHKQ,41,86.20,One year,Bank transfer (automatic),3339.05,No,Active,0
6905-NIQIN,1,50.65,Month-to-month,Mailed check,50.65,Yes,Churned,50.65
8204-YJCLA,72,64.80,Two year,Bank transfer (automatic),4732.35,No,Active,0
5167-ZFFMM,1,90.85,Month-to-month,Credit card (automatic),90.85,Yes,Churned,90.85
6583-SZVGP,48,108.10,Two year,Bank transfer (automatic),5067.45,No,Active,0
4895-TMWIR,11,19.95,Month-to-month,Mailed check,214.75,Yes,Churned,19.95
0533-BNWKF,55,85.45,Month-to-month,Electronic check,4874.7,Yes,Churned,85.45
1708-PBBOA,42,54.75,One year,Electronic check,2348.45,No,Active,0
8782-LKFPK,44,90.40,Month-to-month,Mailed check,4063,No,Active,0
5522-JBWMO,1,44.00,Month-to-month,Electronic check,44,No,Active,0
3597-MVHJT,27,95.60,Month-to-month,Bank transfer (automatic),2595.25,No,Active,0
9774-NRNAU,27,84.80,Month-to-month,Bank transfer (automatic),2309.55,No,Active,0
0224-RLWWD,2,44.30,Month-to-month,Electronic check,89.3,No,Active,0
9967-ATRFS,19,19.90,Month-to-month,Mailed check,367.55,No,Active,0
3951-NJCVI,42,95.05,Month-to-month,Electronic check,3944.5,No,Active,0
2977-CEBSX,66,90.05,Two year,Credit card (automatic),5965.95,No,Active,0
0177-PXBAT,33,109.90,Month-to-month,Bank transfer (automatic),3694.7,No,Active,0
6599-CEBNN,34,73.95,Month-to-month,Credit card (automatic),2524.45,Yes,Churned,73.95
2519-ERQOJ,33,54.60,Month-to-month,Electronic check,1803.7,No,Active,0
5876-QMYLD,23,20.05,One year,Mailed check,415.1,No,Active,0
2277-AXSDC,32,19.75,One year,Bank transfer (automatic),624.15,No,Active,0
9442-JTWDL,11,20.05,One year,Credit card (automatic),237.7,No,Active,0
0979-PHULV,69,99.45,Month-to-month,Credit card (automatic),7007.6,Yes,Churned,99.45
3067-SVMTC,68,55.90,One year,Bank transfer (automatic),3848.8,No,Active,0
5495-GPSRW,20,19.70,Two year,Mailed check,419.4,No,Active,0
7606-BPHHN,72,19.80,Two year,Credit card (automatic),1468.75,No,Active,0
4742-DRORA,60,95.40,One year,Bank transfer (automatic),5812,No,Active,0
0111-KLBQG,32,93.95,Month-to-month,Mailed check,2861.45,No,Active,0
4800-VHZKI,1,19.90,Month-to-month,Mailed check,19.9,Yes,Churned,19.90
7989-CHGTL,1,19.60,Month-to-month,Mailed check,19.6,Yes,Churned,19.60
0334-GDDSO,3,81.35,Month-to-month,Electronic check,233.7,Yes,Churned,81.35
4163-NCJAK,46,24.45,One year,Bank transfer (automatic),1066.15,No,Active,0
5233-AOZUF,29,74.95,Month-to-month,Electronic check,2149.05,No,Active,0
5973-EJGDP,51,87.35,Month-to-month,Electronic check,4473,No,Active,0
1996-DBMUS,48,70.65,Month-to-month,Bank transfer (automatic),3545.05,No,Active,0
7916-VCCPB,16,73.25,Month-to-month,Bank transfer (automatic),1195.75,No,Active,0
4686-GEFRM,70,98.70,Two year,Bank transfer (automatic),6858.9,No,Active,0
5249-QYHEX,40,24.80,Two year,Mailed check,1024.7,No,Active,0
0578-SKVMF,22,83.30,Month-to-month,Electronic check,1845.9,Yes,Churned,83.30
5564-NEMQO,1,75.30,Month-to-month,Bank transfer (automatic),75.3,Yes,Churned,75.30
2233-FAGXV,5,24.30,Month-to-month,Mailed check,132.25,No,Active,0
5605-IYGFG,7,69.85,Month-to-month,Bank transfer (automatic),515.45,No,Active,0
7663-ZTEGJ,29,100.55,One year,Credit card (automatic),2830.45,No,Active,0
3935-TBRZZ,44,25.70,One year,Mailed check,1110.5,No,Active,0
8111-BKVDS,10,40.70,Month-to-month,Bank transfer (automatic),449.3,No,Active,0
2055-SIFSS,55,51.65,Month-to-month,Bank transfer (automatic),2838.55,No,Active,0
2806-MLNTI,52,105.10,One year,Bank transfer (automatic),5376.4,No,Active,0
8734-DKSTZ,10,85.95,Month-to-month,Electronic check,858.6,No,Active,0
4360-PNRQB,18,75.60,Month-to-month,Bank transfer (automatic),1395.05,No,Active,0
6152-ONASV,68,58.25,One year,Bank transfer (automatic),3975.7,No,Active,0
9063-ZGTUY,61,19.40,Month-to-month,Mailed check,1182.55,Yes,Churned,19.40
7781-HVGMK,72,65.20,Two year,Credit card (automatic),4784.45,No,Active,0
2181-UAESM,2,53.45,Month-to-month,Electronic check,119.5,No,Active,0
2957-LOLHO,12,45.40,Month-to-month,Bank transfer (automatic),518.9,Yes,Churned,45.40
6048-NJXHX,41,19.75,Two year,Electronic check,899.45,No,Active,0
2320-SLKMB,26,44.45,Month-to-month,Credit card (automatic),1183.8,No,Active,0
4980-URKXC,36,20.85,One year,Bank transfer (automatic),720.05,No,Active,0
4376-KFVRS,72,114.05,Two year,Credit card (automatic),8468.2,No,Active,0
5886-VLQVU,35,89.85,Month-to-month,Bank transfer (automatic),3161.2,No,Active,0
3577-AMVUX,1,55.05,Month-to-month,Mailed check,55.05,No,Active,0
0771-WLCLA,16,112.95,Month-to-month,Electronic check,1882.55,No,Active,0
5628-RKIFK,49,101.55,Month-to-month,Credit card (automatic),5070.4,No,Active,0
0206-TBWLC,54,114.65,One year,Mailed check,6049.5,No,Active,0
2937-FTHUR,18,64.80,Month-to-month,Electronic check,1166.7,No,Active,0
1910-FMXJM,36,80.40,Month-to-month,Electronic check,2937.65,No,Active,0
7752-XUSCI,60,105.90,Month-to-month,Electronic check,6396.45,Yes,Churned,105.90
4110-PFEUZ,1,69.55,Month-to-month,Mailed check,69.55,Yes,Churned,69.55
0732-OCQOC,52,25.05,Two year,Bank transfer (automatic),1270.25,No,Active,0
5168-MSWXT,8,94.75,Month-to-month,Electronic check,759.55,No,Active,0
1090-ESELR,72,105.50,Two year,Bank transfer (automatic),7611.55,No,Active,0
8592-PLTMQ,64,24.70,One year,Mailed check,1642.75,No,Active,0
5760-WRAHC,22,69.75,Month-to-month,Mailed check,1545.4,No,Active,0
8847-GEOOQ,60,60.20,Month-to-month,Bank transfer (automatic),3582.4,No,Active,0
0256-LTHVJ,28,81.05,Month-to-month,Electronic check,2227.1,Yes,Churned,81.05
4785-FCIFB,61,24.40,Two year,Mailed check,1417.9,No,Active,0
8313-NDOIA,24,104.15,Month-to-month,Electronic check,2494.65,No,Active,0
5149-CUZUJ,28,92.90,One year,Bank transfer (automatic),2768.35,No,Active,0
0942-KOWSM,30,80.80,Two year,Bank transfer (automatic),2369.3,No,Active,0
4237-CLSMM,2,20.00,Month-to-month,Mailed check,38,No,Active,0
1452-VOQCH,1,75.10,Month-to-month,Electronic check,75.1,No,Active,0
4719-UMSIY,6,19.65,Month-to-month,Mailed check,100.9,No,Active,0
6614-VBEGU,24,69.45,Month-to-month,Bank transfer (automatic),1614.05,No,Active,0
0880-TKATG,4,101.15,Month-to-month,Electronic check,385.9,Yes,Churned,101.15
3811-VBYBZ,7,99.80,Month-to-month,Electronic check,673.25,Yes,Churned,99.80
1480-BKXGA,72,116.05,Two year,Bank transfer (automatic),8404.9,No,Active,0
2996-XAUVF,70,40.05,Two year,Mailed check,2799.75,No,Active,0
9076-AXYIK,64,102.10,Two year,Electronic check,6538.45,No,Active,0
5968-XQIVE,72,89.70,One year,Electronic check,6588.95,No,Active,0
8896-RAZCR,44,19.90,Two year,Mailed check,868.1,No,Active,0
4640-UHDOS,13,55.95,Month-to-month,Electronic check,734.35,Yes,Churned,55.95
4933-IKULF,17,20.65,One year,Mailed check,330.6,No,Active,0
3583-EKAPL,1,55.00,Month-to-month,Electronic check,55,Yes,Churned,55.00
1304-BCCFO,9,70.05,Month-to-month,Mailed check,564.4,No,Active,0
4104-PVRPS,24,53.60,Month-to-month,Mailed check,1315.35,No,Active,0
9399-APLBT,1,74.70,Month-to-month,Electronic check,74.7,Yes,Churned,74.70
2359-KMGLI,24,80.25,Month-to-month,Electronic check,1861.5,Yes,Churned,80.25
3780-DDGSE,35,76.05,Month-to-month,Electronic check,2747.2,No,Active,0
4431-EDMIQ,7,75.70,Month-to-month,Electronic check,554.05,No,Active,0
0306-JAELE,5,96.10,Month-to-month,Electronic check,453.4,Yes,Churned,96.10
6227-HWPWX,15,69.00,Month-to-month,Bank transfer (automatic),994.8,Yes,Churned,69.00
0486-LGCCH,11,19.65,Two year,Mailed check,225.75,No,Active,0
0447-BEMNG,48,45.30,Month-to-month,Bank transfer (automatic),2145,Yes,Churned,45.30
4612-SSVHJ,20,81.45,Month-to-month,Electronic check,1671.6,No,Active,0
5168-MQQCA,72,108.50,One year,Bank transfer (automatic),8003.8,No,Active,0
5949-XIKAE,8,83.55,Month-to-month,Electronic check,680.05,Yes,Churned,83.55
7971-HLVXI,72,84.50,Two year,Credit card (automatic),6130.85,No,Active,0
9094-AZPHK,15,100.15,Month-to-month,Electronic check,1415,No,Active,0
3649-JPUGY,72,88.60,Two year,Bank transfer (automatic),6201.95,No,Active,0
4472-LVYGI,0,52.55,Two year,Bank transfer (automatic),,No,Active,0
8372-JUXUI,1,74.35,Month-to-month,Electronic check,74.35,Yes,Churned,74.35
3552-CTCYF,63,104.80,Two year,Bank transfer (automatic),6597.25,No,Active,0
6778-YSNIH,2,59.00,Month-to-month,Electronic check,114.15,No,Active,0
0388-EOPEX,2,74.40,Month-to-month,Electronic check,139.4,Yes,Churned,74.40
5756-OZRIO,61,64.05,One year,Bank transfer (automatic),3902.6,No,Active,0
6579-JPICP,1,20.40,Month-to-month,Mailed check,20.4,No,Active,0
8205-OTCHB,22,43.75,One year,Bank transfer (automatic),903.6,Yes,Churned,43.75
4134-BSXLX,28,60.90,Month-to-month,Mailed check,1785.65,No,Active,0
0505-SPOOW,70,19.80,Two year,Bank transfer (automatic),1397.65,No,Active,0
6235-VDHOM,5,28.45,Month-to-month,Electronic check,131.05,Yes,Churned,28.45
7783-YKGDV,12,99.70,Month-to-month,Bank transfer (automatic),1238.45,Yes,Churned,99.70
4374-YMUSQ,34,116.25,One year,Credit card (automatic),3899.05,No,Active,0
4513-CXYIX,71,80.70,Two year,Credit card (automatic),5676,No,Active,0
3957-HHLMR,70,65.20,One year,Bank transfer (automatic),4543.15,No,Active,0
7803-XOCCZ,52,84.05,Month-to-month,Bank transfer (automatic),4326.8,No,Active,0
5736-YEJAX,69,79.45,Two year,Credit card (automatic),5502.55,No,Active,0
5609-CEBID,20,94.10,Month-to-month,Electronic check,1782.4,Yes,Churned,94.10
8981-FJGLA,11,78.00,Month-to-month,Mailed check,851.8,No,Active,0
7218-HKQFK,2,94.20,Month-to-month,Electronic check,167.5,Yes,Churned,94.20
4636-QRJKY,6,80.50,Month-to-month,Electronic check,502.85,Yes,Churned,80.50
1135-LMECX,1,19.85,Month-to-month,Mailed check,19.85,No,Active,0
4332-MUOEZ,20,94.30,One year,Credit card (automatic),1818.3,No,Active,0
8535-SFUTN,61,106.45,Month-to-month,Electronic check,6300.15,No,Active,0
5956-VKDTT,5,74.35,Month-to-month,Electronic check,334.8,Yes,Churned,74.35
8677-HDZEE,56,105.45,Month-to-month,Bank transfer (automatic),5916.95,No,Active,0
2475-MROZF,30,95.00,Month-to-month,Credit card (automatic),2852.4,No,Active,0
9412-GHEEC,40,104.80,Month-to-month,Bank transfer (automatic),4131.95,Yes,Churned,104.80
3482-ABPKK,28,54.30,One year,Mailed check,1546.3,No,Active,0
6705-LXORM,5,70.05,Month-to-month,Electronic check,302.6,No,Active,0
0257-ZESQC,27,75.20,Month-to-month,Bank transfer (automatic),1929.35,Yes,Churned,75.20
7531-GQHME,12,20.05,Month-to-month,Credit card (automatic),265.45,No,Active,0
5174-ITUMV,67,105.40,One year,Electronic check,6989.45,No,Active,0
4109-CYRBD,29,51.60,Month-to-month,Electronic check,1442,No,Active,0
0913-XWSCN,55,85.50,Month-to-month,Bank transfer (automatic),4713.4,No,Active,0
6825-UYPFK,23,75.60,Month-to-month,Bank transfer (automatic),1758.6,Yes,Churned,75.60
8397-MVTAZ,34,100.05,Month-to-month,Electronic check,3480,Yes,Churned,100.05
0750-EBAIU,52,91.25,One year,Electronic check,4738.3,No,Active,0
8606-CIQUL,72,115.75,Two year,Credit card (automatic),8399.15,No,Active,0
3571-DPYUH,58,94.70,One year,Credit card (automatic),5430.35,No,Active,0
7601-GNDYK,35,19.60,Two year,Mailed check,686.95,No,Active,0
0356-OBMAC,56,99.90,Two year,Bank transfer (automatic),5706.3,No,Active,0
8067-NIOYM,24,21.10,Two year,Credit card (automatic),490.65,No,Active,0
1403-GYAFU,70,20.05,Two year,Credit card (automatic),1360.25,No,Active,0
4234-XTNEA,2,79.95,Month-to-month,Electronic check,174.45,No,Active,0
1297-VQDRP,68,107.15,One year,Credit card (automatic),7379.8,No,Active,0
9282-IZGQK,1,85.00,Month-to-month,Electronic check,85,Yes,Churned,85.00
5348-CAGXB,12,89.55,Month-to-month,Electronic check,1021.75,No,Active,0
0621-HJWXJ,63,81.55,Month-to-month,Bank transfer (automatic),5029.05,No,Active,0
5844-QVTAT,33,58.45,One year,Mailed check,1955.4,No,Active,0
8905-IAZPF,69,95.65,One year,Credit card (automatic),6744.2,No,Active,0
5394-MEITZ,60,80.60,Two year,Bank transfer (automatic),4946.7,No,Active,0
6859-QNXIQ,72,113.10,Two year,Bank transfer (automatic),8248.5,No,Active,0
2782-LFZVW,11,58.95,Month-to-month,Mailed check,601.6,No,Active,0
2866-IKBTM,1,19.55,Month-to-month,Mailed check,19.55,No,Active,0
1342-JPNKI,10,86.05,Month-to-month,Bank transfer (automatic),834.1,Yes,Churned,86.05
2817-NTQDO,13,45.55,Month-to-month,Credit card (automatic),597,Yes,Churned,45.55
7129-AZJDE,34,78.95,One year,Bank transfer (automatic),2647.2,No,Active,0
6986-IJDHX,39,86.30,Month-to-month,Mailed check,3266,Yes,Churned,86.30
2560-PPCHE,65,105.05,One year,Bank transfer (automatic),6744.25,No,Active,0
4676-MQUEA,50,101.90,One year,Bank transfer (automatic),5265.5,No,Active,0
8138-EALND,15,19.75,Month-to-month,Mailed check,311.6,No,Active,0
3580-HYCSP,72,110.30,Two year,Bank transfer (automatic),7966.9,No,Active,0
1352-HNSAW,72,115.60,Two year,Bank transfer (automatic),8220.4,No,Active,0
2075-PUEPR,55,19.35,Two year,Bank transfer (automatic),1153.25,No,Active,0
1982-FEBTD,23,25.60,Two year,Credit card (automatic),514.75,No,Active,0
5301-GAUUY,32,80.35,Month-to-month,Bank transfer (automatic),2596.15,Yes,Churned,80.35
5791-KAJFD,56,68.75,One year,Bank transfer (automatic),3808,No,Active,0
2654-VBVPB,1,19.90,Month-to-month,Bank transfer (automatic),19.9,No,Active,0
1154-HYWWO,38,70.60,One year,Mailed check,2708.2,No,Active,0
2501-XWWTZ,11,70.20,Month-to-month,Electronic check,760.05,No,Active,0
3716-UVSPD,1,49.30,Month-to-month,Electronic check,49.3,No,Active,0
6815-ABQFQ,56,107.25,One year,Electronic check,6033.3,No,Active,0
7343-EOBEU,3,23.60,Month-to-month,Mailed check,89.05,No,Active,0
3701-SFMUH,7,69.70,Month-to-month,Credit card (automatic),516.15,No,Active,0
6103-LIANB,59,99.50,Two year,Credit card (automatic),5861.75,No,Active,0
7319-VENRZ,7,64.30,Month-to-month,Bank transfer (automatic),445.95,No,Active,0
5846-NEQVZ,71,70.85,Two year,Credit card (automatic),4973.4,No,Active,0
6967-QIQRV,15,101.90,One year,Electronic check,1667.25,No,Active,0
5781-RFZRP,71,73.50,Two year,Credit card (automatic),5357.75,No,Active,0
0939-YAPAF,35,100.25,Month-to-month,Electronic check,3527.6,Yes,Churned,100.25
0308-IVGOK,11,40.40,One year,Credit card (automatic),422.6,No,Active,0
7293-LSCDV,60,19.25,Two year,Credit card (automatic),1103.25,No,Active,0
7025-WCBNE,47,59.60,Two year,Bank transfer (automatic),2754,No,Active,0
5756-JYOJT,11,64.90,One year,Credit card (automatic),697.25,No,Active,0
4710-FDUIZ,56,100.30,One year,Credit card (automatic),5614.45,Yes,Churned,100.30
6030-REHUX,28,110.85,Month-to-month,Electronic check,3204.4,No,Active,0
9548-LIGTA,61,81.05,Two year,Mailed check,4747.65,No,Active,0
5150-LJNSR,31,98.05,One year,Bank transfer (automatic),3082.1,No,Active,0
8270-RKSAP,9,70.50,Month-to-month,Electronic check,597.9,No,Active,0
6522-YRBXD,35,94.55,Month-to-month,Electronic check,3365.4,No,Active,0
2640-LYMOV,2,19.65,Month-to-month,Mailed check,38.8,No,Active,0
1218-VKFPE,12,19.00,Month-to-month,Mailed check,233.55,Yes,Churned,19.00
3627-FHKBK,1,75.30,Month-to-month,Mailed check,75.3,Yes,Churned,75.30
2865-TCHJW,4,89.20,Month-to-month,Electronic check,346.2,Yes,Churned,89.20
1423-BMPBQ,1,19.00,Month-to-month,Mailed check,19,No,Active,0
2393-DIVAI,3,20.00,Month-to-month,Mailed check,61.7,No,Active,0
5192-EBGOV,1,85.70,Month-to-month,Electronic check,85.7,Yes,Churned,85.70
4568-KNYWR,52,63.25,Two year,Credit card (automatic),3342.45,No,Active,0
8752-IMQOS,5,20.10,One year,Mailed check,85.1,No,Active,0
0742-LAFQK,72,99.15,Two year,Electronic check,7422.1,No,Active,0
0795-LAFGP,71,90.40,Two year,Electronic check,6668.05,No,Active,0
0619-OLYUR,72,111.90,Two year,Credit card (automatic),8071.05,No,Active,0
5512-IDZEI,46,24.90,One year,Electronic check,1174.8,No,Active,0
0459-SPZHJ,63,83.50,Two year,Credit card (automatic),5435,No,Active,0
0215-BQKGS,30,84.30,Month-to-month,Credit card (automatic),2438.6,No,Active,0
9244-ZVAPM,1,45.60,Month-to-month,Mailed check,45.6,No,Active,0
0719-SYFRB,12,61.65,Month-to-month,Mailed check,713.75,Yes,Churned,61.65
8208-EUMTE,16,54.85,Two year,Mailed check,916.15,No,Active,0
5172-MIGPM,4,65.55,Month-to-month,Mailed check,237.2,No,Active,0
1710-RCXUS,51,90.35,One year,Credit card (automatic),4614.55,No,Active,0
0374-FIUCA,65,20.40,Two year,Credit card (automatic),1414.45,No,Active,0
5839-SUYVZ,16,74.55,Month-to-month,Credit card (automatic),1170.5,No,Active,0
5173-ZXXXL,2,19.95,One year,Mailed check,47.7,No,Active,0
1096-ADRUX,66,74.25,One year,Bank transfer (automatic),4859.25,No,Active,0
2001-MCUUW,46,108.65,Two year,Electronic check,4903.2,No,Active,0
2731-GJRDG,32,109.55,One year,Bank transfer (automatic),3608,No,Active,0
4723-BEGSG,72,86.65,Two year,Credit card (automatic),6094.25,No,Active,0
6516-NKQBO,38,81.00,Two year,Credit card (automatic),3084.9,No,Active,0
8672-OAUPW,51,47.85,One year,Credit card (automatic),2356.75,No,Active,0
8207-DMRVL,72,114.55,Two year,Bank transfer (automatic),8306.05,No,Active,0
3419-SNJJD,65,105.25,Month-to-month,Bank transfer (automatic),6786.4,Yes,Churned,105.25
6543-CPZMK,9,29.95,Month-to-month,Electronic check,248.95,Yes,Churned,29.95
4765-OXPPD,9,65.00,Month-to-month,Mailed check,663.05,Yes,Churned,65.00
